Name, EA,formula,nAT,nSK,nH,nC,nN,nO,nP,nS,nF,nCl,nBr,nB,nHet,nX,H%,C%,N%,O%,X%,MW,AMW,Mp,Mi,Si,Se,Sr,H/C,Sp,Mv,Me,IDK,HDI
(H2O)69 radical anion,1.903,H138O69-,207,69,138,0,0,69,0,0,0,0,0,0,69,0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,1243.035,6.005000000000001,4.771406666666667,13.604974733134666,2816.229769758876,540.96,4071.0,0.0,987.68118,19.666666666666668,2.6133333333333337,0.5,-69.0
MeOCH2CH2O anion,1.903,C3H7O2-,12,5,7,3,0,2,0,0,0,0,0,0,2,0,0.5833333333333334,0.25,0.0,0.16666666666666666,0.0,75.087,6.25725,6.337480833333334,13.017168016492832,156.20601619791398,29.93,-20.0,2.3333333333333335,76.04977000000001,-1.6666666666666667,2.4941666666666666,0.3333333333333333,-0.5
cyclododecanone enolate anion,1.904,C12H21O-,34,13,21,12,0,1,0,0,0,0,0,0,1,0,0.6176470588235294,0.35294117647058826,0.0,0.029411764705882353,0.0,181.299,5.332323529411765,6.927920882352942,12.773783458639471,434.308637593742,80.24,-759.0,1.75,235.54931000000002,-22.323529411764707,2.36,0.3333333333333333,1.5
"2,5-Furandione, 3,4-dichloro-",1.904,C4Cl2O3,9,9,0,4,0,3,0,0,0,2,0,0,5,2,0.0,0.4444444444444444,0.0,0.3333333333333333,0.2222222222222222,166.941,18.549,10.033333333333333,12.425620333333333,111.83058299999999,26.84,735.0,0.0,90.3,81.66666666666667,2.982222222222222,0.3333333333333333,3.0
cC6H11-CH2O,1.905,C7H13O,21,8,13,7,0,1,0,0,0,0,0,0,1,0,0.6190476190476191,0.3333333333333333,0.0,0.047619047619047616,0.0,113.17999999999999,5.389523809523809,6.809163333333334,12.81998670457743,269.219720796126,49.89,-415.0,1.8571428571428572,142.99243,-19.761904761904763,2.375714285714286,0.3333333333333333,0.5
trans-4-Me-cC6H10O anion,1.908,C7H13O-,21,8,13,7,0,1,0,0,0,0,0,0,1,0,0.6190476190476191,0.3333333333333333,0.0,0.047619047619047616,0.0,113.17999999999999,5.389523809523809,6.809163333333334,12.81998670457743,269.219720796126,49.89,-415.0,1.8571428571428572,142.99243,-19.761904761904763,2.375714285714286,0.3333333333333333,0.5
sBuCH2CH2O anion,1.908,C6H13O-,20,7,13,6,0,1,0,0,0,0,0,0,1,0,0.65,0.3,0.0,0.05,0.0,101.169,5.05845,6.5846215,12.8979716398063,257.959432796126,47.34,-407.0,2.1666666666666665,131.69243,-20.35,2.367,0.3333333333333333,-0.5
tBuO anion,1.909,C4H9O-,14,5,9,4,0,1,0,0,0,0,0,0,1,0,0.6428571428571429,0.2857142857142857,0.0,0.07142857142857142,0.0,73.115,5.222499999999999,6.504570714285714,12.931794171237,181.045118397318,33.44,-239.0,2.25,91.06399,-17.071428571428573,2.3885714285714283,0.3333333333333333,-0.5
"6,6-dimethylfulven-7-ide anion",1.91,C8H9-,17,8,9,8,0,0,0,0,0,0,0,0,0,0,0.5294117647058824,0.47058823529411764,0.0,0.0,0.0,105.16,6.185882352941176,7.703764117647059,12.498130317489293,212.46821539731798,40.2,-406.0,1.125,130.96399,-23.88235294117647,2.364705882352941,0.5,3.5
SO2..SO2 radical anion,1.91,O4S2-,6,6,0,0,0,4,0,2,0,0,0,0,6,0,0.0,0.0,0.0,0.6666666666666666,0.0,128.116,21.352666666666668,10.0,12.53204,75.19224,18.92,908.0,0.0,60.0,151.33333333333334,3.1533333333333338,0.5,0.0
Cu10,1.91,Cu10,10,10,0,0,0,0,0,0,0,0,0,0,10,0,0.0,0.0,0.0,0.0,0.0,635.46,63.54600000000001,46.5,7.726380000000001,77.2638,19.0,460.0,0.0,465.0,46.0,1.9,1.0,0.0
MgO2 radical anion,1.91,MgO2-,3,3,0,0,0,2,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.6666666666666666,0.0,56.303,18.767666666666667,27.266666666666666,11.627448666666666,34.882346,8.19,327.0,0.0,81.8,109.0,2.73,0.5,0.0
Fe4S2 radical anion,1.91,Fe4S2-,6,6,0,0,0,0,0,2,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,287.5,47.916666666666664,47.800000000000004,8.721648733333334,52.329892400000006,12.48,620.0,0.0,286.8,103.33333333333333,2.08,0.5,0.0
V18 anion,1.91,V18-,18,18,0,0,0,0,0,0,0,0,0,0,18,0,0.0,0.0,0.0,0.0,0.0,916.947,50.9415,87.0,6.746187,121.431366,29.339999999999996,1422.0,0.0,1566.0,79.0,1.63,1.0,0.0
Cu14,1.91,Cu14,14,14,0,0,0,0,0,0,0,0,0,0,14,0,0.0,0.0,0.0,0.0,0.0,889.644,63.546,46.5,7.72638,108.16932,26.599999999999998,644.0,0.0,651.0,46.0,1.9,1.0,0.0
Co4 radical,1.91,Co4,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,235.732776,58.933194,55.0,7.88101,31.52404,7.52,231.99999999999997,0.0,220.0,57.99999999999999,1.88,1.0,0.0
iPrCH2CH2O anion,1.914,C5H11O-,17,6,11,5,0,1,0,0,0,0,0,0,1,0,0.6470588235294118,0.29411764705882354,0.0,0.058823529411764705,0.0,87.142,5.1259999999999994,6.551659411764706,12.91189856451306,219.502275596722,40.39,-323.0,2.2,111.37821,-19.0,2.3758823529411766,0.3333333333333333,-0.5
Propanoyl,1.915,C3H5O,9,4,5,3,0,1,0,0,0,0,0,0,1,0,0.5555555555555556,0.3333333333333333,0.0,0.1111111111111111,0.0,57.072,6.341333333333334,6.859505555555556,12.821232444278888,115.39109199850999,22.09,-79.0,1.6666666666666667,61.73555,-8.777777777777779,2.4544444444444444,0.3333333333333333,0.5
Nd anion,1.916,Nd-,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,144.242,144.242,208.0,5.525,5.525,1.14,129.0,0.0,208.0,129.0,1.14,1.0,0.0
HSS anion,1.916,HS2-,3,2,1,0,0,0,0,2,0,0,0,0,2,0,0.3333333333333333,0.0,0.0,0.0,0.0,65.128,21.709333333333333,14.435703333333331,11.439484866567334,34.318454599702,7.36,330.0,0.0,43.307109999999994,110.0,2.4533333333333336,0.5,-0.5
Al3,1.916,Al3,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,80.9446152,26.9815384,57.79999999999999,5.985769,17.957307,4.83,117.0,0.0,173.39999999999998,39.0,1.61,1.0,0.0
Ru(iPrCOCHCOiPr)3 radical,1.917,C27H45O6Ru,79,34,45,27,0,6,0,0,0,0,0,0,7,0,0.569620253164557,0.34177215189873417,0.0,0.0759493670886076,0.0,566.721,7.173683544303797,7.743290506329115,12.721850164387215,1005.02616298659,190.69,-1048.0,1.6666666666666667,611.71995,-13.265822784810126,2.4137974683544305,0.24999999999999997,4.5
C70Na6 radical anion,1.92,C70Na6-,76,76,0,70,0,0,0,0,0,0,0,0,6,0,0.0,0.9210526315789473,0.0,0.0,0.0,978.70861568,12.877744943157895,23.252631578947366,10.777034496842104,819.0546217599999,184.08,34.0,0.0,1767.1999999999998,0.4473684210526316,2.4221052631578948,0.5,70.0
MoWO7 dianion,1.92,MoO7W-2,9,9,0,0,0,7,0,0,0,0,0,0,9,0,0.0,0.0,0.0,0.7777777777777778,0.0,391.783,43.531444444444446,21.344444444444445,12.253649444444445,110.28284500000001,27.939999999999998,1080.0,0.0,192.1,120.0,3.1044444444444443,0.3333333333333333,0.0
Ditellurium,1.92,Te2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,255.2,127.6,38.0,9.009808,18.019616,4.2,442.0,0.0,76.0,221.0,2.1,1.0,0.0
nPrSSnPr radical,1.92,C6H14S2,22,8,14,6,0,0,0,2,0,0,0,0,2,0,0.6363636363636364,0.2727272727272727,0.0,0.0,0.0,150.298,6.831727272727273,7.713615454545455,12.666356017992179,278.65983239582795,51.260000000000005,-212.0,2.3333333333333335,169.69954,-9.636363636363637,2.33,0.3333333333333333,-1.0
Si4,1.92,Si4,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,112.34,28.085,37.3,8.15168,32.60672,7.6,104.0,0.0,149.2,26.0,1.9,1.0,0.0
AgS anion,1.92,AgS-,2,2,0,0,0,0,0,1,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,139.9282,69.9641,37.2,8.968122000000001,17.936244000000002,4.51,251.0,0.0,74.4,125.5,2.255,0.5,0.0
nPrCH(Me)O anion,1.921,C5H11O-,17,6,11,5,0,1,0,0,0,0,0,0,1,0,0.6470588235294118,0.29411764705882354,0.0,0.058823529411764705,0.0,87.142,5.1259999999999994,6.551659411764706,12.91189856451306,219.502275596722,40.39,-323.0,2.2,111.37821,-19.0,2.3758823529411766,0.3333333333333333,-0.5
SnCN anion,1.922,CNSn-,3,3,0,1,1,0,0,0,0,0,0,0,2,0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,144.72799999999998,48.24266666666666,23.900000000000002,11.046111999999999,33.138335999999995,7.55,193.0,0.0,71.7,64.33333333333333,2.5166666666666666,0.3333333333333333,2.0
Me2C=NO2 anion,1.924,C3H6NO2-,12,6,6,3,1,2,0,0,0,0,0,0,3,0,0.5,0.25,0.08333333333333333,0.16666666666666666,0.0,88.086,7.3405,6.578555000000001,13.09514263318433,157.14171159821197,30.77,164.0,2.0,78.94266,13.666666666666666,2.5641666666666665,0.25,1.0
(Ar)7..O radical anion,1.926,Ar7O-,8,8,0,0,0,1,0,0,0,0,0,0,8,0,0.0,0.0,0.0,0.125,0.0,295.64900000000006,36.95612500000001,10.360125,15.4919172875,123.9353383,3.44,135.0,0.0,82.881,16.875,0.43,0.5,0.0
9-Ph-fluorenide anion,1.928,C19H13-,32,19,13,19,0,0,0,0,0,0,0,0,0,0,0.40625,0.59375,0.0,0.0,0.0,241.313,7.54103125,8.5403884375,12.210160056128938,390.725121796126,77.05,-646.0,0.6842105263157895,273.29243,-20.1875,2.4078125,0.5,12.5
Et2CHCH2O anion,1.93,C6H13O-,20,7,13,6,0,1,0,0,0,0,0,0,1,0,0.65,0.3,0.0,0.05,0.0,101.169,5.05845,6.5846215,12.8979716398063,257.959432796126,47.34,-407.0,2.1666666666666665,131.69243,-20.35,2.367,0.3333333333333333,-0.5
nPrCH(Me)CH2O anion,1.93,C6H13O-,20,7,13,6,0,1,0,0,0,0,0,0,1,0,0.65,0.3,0.0,0.05,0.0,101.169,5.05845,6.5846215,12.8979716398063,257.959432796126,47.34,-407.0,2.1666666666666665,131.69243,-20.35,2.367,0.3333333333333333,-0.5
Cyclopentadienyl radical,1.93,C5H5,10,5,5,5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.0,0.0,65.095,6.5095,7.903555,12.429361299851,124.29361299851,23.75,-230.0,1.0,79.03555,-23.0,2.375,0.5,2.5
Au4Mg anion,1.93,Au4Mg-,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,812.1712799999999,162.43425599999998,43.04,8.9096904,44.548452000000005,10.91,605.0,0.0,215.2,121.0,2.182,0.5,0.0
Au5Cu anion,1.93,Au5Cu-,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,1048.37885,174.72980833333335,37.75,8.975691666666668,53.854150000000004,13.9,731.0,0.0,226.5,121.83333333333333,2.316666666666667,0.5,0.0
Al10Co anion,1.93,Al10Co-,11,11,0,0,0,0,0,0,0,0,0,0,11,0,0.0,0.0,0.0,0.0,0.0,328.748578,29.886234363636365,57.54545454545455,6.158063636363637,67.73870000000001,17.98,448.0,0.0,633.0,40.72727272727273,1.6345454545454545,0.5,0.0
Fe9BO2 anion,1.93,BFe9O2-,12,12,0,0,0,2,0,0,0,0,0,1,12,0,0.0,0.0,0.0,0.16666666666666666,0.0,545.413,45.45108333333334,49.09166666666667,8.888028491666667,106.6563419,25.39,838.0,0.0,589.1,69.83333333333333,2.1158333333333332,0.3333333333333333,0.0
Pb8S8 anion,1.93,Pb8S8-,16,16,0,0,0,0,0,8,0,0,0,0,16,0,0.0,0.0,0.0,0.0,0.0,1914.08,119.63,33.2,8.88834495,142.2135192,35.04,2256.0,0.0,531.2,141.0,2.19,0.5,0.0
Ta2B5 anion,1.93,B5Ta2-,7,7,0,0,0,0,0,0,0,0,0,5,7,0,0.0,0.0,0.0,0.0,0.0,415.94576,59.42082285714286,35.785714285714285,8.084176714285714,56.589237,13.2,149.0,0.0,250.5,21.285714285714285,1.8857142857142857,0.5,0.0
Al4C anion,1.93,CAl4-,5,5,0,1,0,0,0,0,0,0,0,0,4,0,0.0,0.2,0.0,0.0,0.0,119.9371536,23.98743072,48.5,7.0406728,35.203364,8.99,148.0,0.0,242.5,29.6,1.798,0.5,1.0
V19 anion,1.93,V19-,19,19,0,0,0,0,0,0,0,0,0,0,19,0,0.0,0.0,0.0,0.0,0.0,967.8884999999999,50.9415,87.0,6.746186999999999,128.177553,30.97,1501.0,0.0,1653.0,79.0,1.63,1.0,0.0
Co12O radical anion,1.93,Co12O-,13,13,0,0,0,1,0,0,0,0,0,0,13,0,0.0,0.0,0.0,0.07692307692307693,0.0,723.197328,55.63056369230769,51.176923076923075,8.322321153846154,108.190175,26.0,830.9999999999999,0.0,665.3,63.92307692307691,2.0,0.5,0.0
NaIn4,1.93,In4Na,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,482.26176928,96.452353856,84.53999999999999,5.656900032,28.28450016,8.05,347.0,0.0,422.7,69.4,1.61,0.5,0.0
iPrCH2CH2CH2O anion,1.931,C6H13O-,20,7,13,6,0,1,0,0,0,0,0,0,1,0,0.65,0.3,0.0,0.05,0.0,101.169,5.05845,6.5846215,12.8979716398063,257.959432796126,47.34,-407.0,2.1666666666666665,131.69243,-20.35,2.367,0.3333333333333333,-0.5
AlP2 radical anion,1.933,AlP2-,3,3,0,0,0,0,2,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,88.929062396,29.64302079866667,35.93333333333333,8.986380333333335,26.959141000000002,5.99,127.0,0.0,107.8,42.333333333333336,1.9966666666666668,0.5,0.0
NiH2,1.934,H2Ni,3,1,2,0,0,0,0,0,0,0,0,0,1,0,0.6666666666666666,0.0,0.0,0.0,0.0,60.709399999999995,20.236466666666665,19.338073333333334,11.612249066468001,34.836747199404,6.3100000000000005,-20.999999999999993,0.0,58.01422,-6.999999999999997,2.1033333333333335,0.5,-1.0
Nb20 radical anion,1.934,Nb20-,20,20,0,0,0,0,0,0,0,0,0,0,20,0,0.0,0.0,0.0,0.0,0.0,1858.1273999999999,92.90637,98.0,6.75885,135.177,32.0,1440.0,0.0,1960.0,72.0,1.6,1.0,0.0
Nb21 radical anion,1.934,Nb21-,21,21,0,0,0,0,0,0,0,0,0,0,21,0,0.0,0.0,0.0,0.0,0.0,1951.03377,92.90637,98.0,6.75885,141.93585,33.6,1512.0,0.0,2058.0,72.0,1.6,1.0,0.0
EtC(Me)2O anion,1.936,C5H11O-,17,6,11,5,0,1,0,0,0,0,0,0,1,0,0.6470588235294118,0.29411764705882354,0.0,0.058823529411764705,0.0,87.142,5.1259999999999994,6.551659411764706,12.91189856451306,219.502275596722,40.39,-323.0,2.2,111.37821,-19.0,2.3758823529411766,0.3333333333333333,-0.5
PhCH=NO anion,1.938,C7H6NO-,15,9,6,7,1,1,0,0,0,0,0,0,2,0,0.4,0.4666666666666667,0.06666666666666667,0.06666666666666667,0.0,120.131,8.008733333333334,7.922844,12.570987239880798,188.56480859821198,37.53,-3.0,0.8571428571428571,118.84266000000001,-0.2,2.5020000000000002,0.25,5.0
(Me3Si)2SiH anion,1.938,C6H19Si3-,28,9,19,6,0,0,0,0,0,0,0,0,3,0,0.6785714285714286,0.21428571428571427,0.0,0.0,0.0,175.473,6.2668928571428575,9.476253214285716,12.513822335512073,350.387025394338,62.800000000000004,-692.0,3.1666666666666665,265.33509000000004,-24.714285714285715,2.242857142857143,0.3333333333333333,-3.5
nC10H21O anion,1.938,C10H21O-,32,11,21,10,0,1,0,0,0,0,0,0,1,0,0.65625,0.3125,0.0,0.03125,0.0,157.277,4.91490625,6.6546659375,12.868376924804437,411.788061593742,75.14,-743.0,2.1,212.94931,-23.21875,2.348125,0.3333333333333333,-0.5
iPrCH(Me)CH2O anion,1.938,C6H13O-,20,7,13,6,0,1,0,0,0,0,0,0,1,0,0.65,0.3,0.0,0.05,0.0,101.169,5.05845,6.5846215,12.8979716398063,257.959432796126,47.34,-407.0,2.1666666666666665,131.69243,-20.35,2.367,0.3333333333333333,-0.5
mCO2Me-anilide anion,1.94,C8H8NO2-,19,11,8,8,1,2,0,0,0,0,0,0,3,0,0.42105263157894735,0.42105263157894735,0.05263157894736842,0.10526315789473684,0.0,150.15699999999998,7.902999999999999,7.602993684210527,12.665264252506105,240.640020797616,47.92,48.0,1.0,144.45688,2.526315789473684,2.522105263157895,0.24999999999999997,5.0
Pb15 anion,1.94,Pb15-,15,15,0,0,0,0,0,0,0,0,0,0,15,0,0.0,0.0,0.0,0.0,0.0,3108.0,207.2,47.0,7.4166799,111.2501985,27.0,1470.0,0.0,705.0,98.0,1.8,1.0,0.0
Al9S anion,1.94,Al9S-,10,10,0,0,0,0,0,1,0,0,0,0,10,0,0.0,0.0,0.0,0.0,0.0,274.8938456,27.48938456,53.959999999999994,6.423193100000001,64.231931,17.07,535.0,0.0,539.5999999999999,53.5,1.707,0.5,0.0
Si7C radical anion,1.94,CSi7-,8,8,0,1,0,0,0,0,0,0,0,0,7,0,0.0,0.125,0.0,0.0,0.0,208.606,26.07575,34.05,8.540256000000001,68.32204800000001,15.849999999999998,174.0,0.0,272.4,21.75,1.9812499999999997,0.5,1.0
Si7Na radical anion,1.94,NaSi7-,8,8,0,0,0,0,0,0,0,0,0,0,8,0,0.0,0.0,0.0,0.0,0.0,219.58476928,27.44809616,52.974999999999994,7.7751046200000005,62.200836960000004,14.229999999999999,281.0,0.0,423.79999999999995,35.125,1.7787499999999998,0.5,0.0
W10 radical anion,1.94,W10-,10,10,0,0,0,0,0,0,0,0,0,0,10,0,0.0,0.0,0.0,0.0,0.0,1838.4,183.84,68.0,7.86403,78.6403,17.0,660.0,0.0,680.0,66.0,1.7,1.0,0.0
Co5O2 radical anion,1.94,Co5O2-,7,7,0,0,0,2,0,0,0,0,0,0,7,0,0.0,0.0,0.0,0.2857142857142857,0.0,326.66397,46.66628142857143,40.800000000000004,9.520165714285714,66.64116,16.279999999999998,560.0,0.0,285.6,80.0,2.325714285714285,0.5,0.0
Co8O2 radical anion,1.94,Co8O2-,10,10,0,0,0,2,0,0,0,0,0,0,10,0,0.0,0.0,0.0,0.2,0.0,503.463552,50.3463552,45.06,9.028419,90.28419,21.919999999999998,734.0,0.0,450.6,73.4,2.1919999999999997,0.5,0.0
Pb8,1.94,Pb8,8,8,0,0,0,0,0,0,0,0,0,0,8,0,0.0,0.0,0.0,0.0,0.0,1657.6,207.2,47.0,7.4166799,59.3334392,14.4,784.0,0.0,376.0,98.0,1.8,1.0,0.0
Tetragermanium,1.94,Ge4,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,290.52,72.63,40.0,7.899435,31.59774,8.04,292.0,0.0,160.0,73.0,2.01,1.0,0.0
Selenium dimer,1.94,Se2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,157.942,78.971,28.9,9.752368,19.504736,5.1,396.0,0.0,57.8,198.0,2.55,1.0,0.0
Gold dimer,1.94,Au2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,393.93314,196.96657,36.0,9.225554,18.451108,4.8,274.0,0.0,72.0,137.0,2.4,1.0,0.0
CH2=C(CH2.)O,1.94,C3H4O,8,4,4,3,0,1,0,0,0,0,0,0,1,0,0.5,0.375,0.0,0.125,0.0,56.064,7.008,7.153555000000001,12.724082174850999,101.79265739880799,19.89,-41.0,1.3333333333333333,57.228440000000006,-5.125,2.48625,0.3333333333333333,1.0
o-aza-anilide anion,1.941,C5H5N2-,12,7,5,5,2,0,0,0,0,0,0,0,2,0,0.4166666666666667,0.4166666666666667,0.16666666666666666,0.0,0.0,93.109,7.759083333333333,7.819629166666666,12.780156083209166,153.36187299851,29.83,62.0,1.0,93.83555,5.166666666666667,2.4858333333333333,0.3333333333333333,4.5
nBuCH(Me)O anion,1.943,C6H13O-,20,7,13,6,0,1,0,0,0,0,0,0,1,0,0.65,0.3,0.0,0.05,0.0,101.169,5.05845,6.5846215,12.8979716398063,257.959432796126,47.34,-407.0,2.1666666666666665,131.69243,-20.35,2.367,0.3333333333333333,-0.5
Et2CHO anion,1.943,C5H11O-,17,6,11,5,0,1,0,0,0,0,0,0,1,0,0.6470588235294118,0.29411764705882354,0.0,0.058823529411764705,0.0,87.142,5.1259999999999994,6.551659411764706,12.91189856451306,219.502275596722,40.39,-323.0,2.2,111.37821,-19.0,2.3758823529411766,0.3333333333333333,-0.5
PhCHCN anion,1.944,C8H6N-,15,9,6,8,1,0,0,0,0,0,0,0,1,0,0.4,0.5333333333333333,0.06666666666666667,0.0,0.0,116.143,7.742866666666667,8.322844,12.413802773214133,186.207041598212,36.64,-146.0,0.75,124.84266000000001,-9.733333333333333,2.4426666666666668,0.3333333333333333,6.0
1-Me-cC5H8-O anion,1.947,C6H11O-,18,7,11,6,0,1,0,0,0,0,0,0,1,0,0.6111111111111112,0.3333333333333333,0.0,0.05555555555555555,0.0,99.153,5.508500000000001,6.815456111111112,12.82014242204011,230.76256359672198,42.940000000000005,-331.0,1.8333333333333333,122.67821,-18.38888888888889,2.385555555555556,0.3333333333333333,0.5
iPrCH(Me)O anion,1.947,C5H11O-,17,6,11,5,0,1,0,0,0,0,0,0,1,0,0.6470588235294118,0.29411764705882354,0.0,0.058823529411764705,0.0,87.142,5.1259999999999994,6.551659411764706,12.91189856451306,219.502275596722,40.39,-323.0,2.2,111.37821,-19.0,2.3758823529411766,0.3333333333333333,-0.5
cC7H13-O,1.947,C7H13O,21,8,13,7,0,1,0,0,0,0,0,0,1,0,0.6190476190476191,0.3333333333333333,0.0,0.047619047619047616,0.0,113.17999999999999,5.389523809523809,6.809163333333334,12.81998670457743,269.219720796126,49.89,-415.0,1.8571428571428572,142.99243,-19.761904761904763,2.375714285714286,0.3333333333333333,0.5
mMe-C6H4CHCN anion,1.949,C9H8N-,18,10,8,9,1,0,0,0,0,0,0,0,1,0,0.4444444444444444,0.5,0.05555555555555555,0.0,0.0,130.17,7.231666666666666,8.064271111111111,12.481344377645334,224.664198797616,43.59,-230.0,0.8888888888888888,145.15688,-12.777777777777779,2.421666666666667,0.3333333333333333,6.0
sBuO anion,1.949,C4H9O-,14,5,9,4,0,1,0,0,0,0,0,0,1,0,0.6428571428571429,0.2857142857142857,0.0,0.07142857142857142,0.0,73.115,5.222499999999999,6.504570714285714,12.931794171237,181.045118397318,33.44,-239.0,2.25,91.06399,-17.071428571428573,2.3885714285714283,0.3333333333333333,-0.5
GaAs anion,1.949,AsGa-,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,144.64459499999998,72.32229749999999,40.0,7.893926,15.787852,3.99,105.0,0.0,80.0,52.5,1.995,0.5,0.0
Sn7 anion,1.95,Sn7-,7,7,0,0,0,0,0,0,0,0,0,0,7,0,0.0,0.0,0.0,0.0,0.0,830.9699999999999,118.71,53.0,7.343918,51.407426,13.719999999999999,385.00000000000006,0.0,371.0,55.00000000000001,1.9599999999999997,1.0,0.0
Si10Na3 radical anion,1.95,Na3Si10-,13,13,0,0,0,0,0,0,0,0,0,0,13,0,0.0,0.0,0.0,0.0,0.0,349.81930784,26.909177526153847,66.23846153846154,7.456463913846154,96.93403088,21.79,557.0,0.0,861.0999999999999,42.84615384615385,1.676153846153846,0.5,0.0
Ga3 anion,1.95,Ga3-,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,209.16899999999998,69.723,50.0,5.999302,17.997906,5.43,141.0,0.0,150.0,47.0,1.8099999999999998,1.0,0.0
LaC5 radical anion,1.95,C5La-,6,6,0,5,0,0,0,0,0,0,0,0,1,0,0.0,0.8333333333333334,0.0,0.0,0.0,198.96047,33.16007833333333,45.25,10.313056666666666,61.87834,13.85,63.2,0.0,271.5,10.533333333333333,2.308333333333333,0.5,5.0
Ru3Co(CO)2 anion,1.95,C2CoO2Ru3-,8,8,0,2,0,2,0,0,0,0,0,0,6,0,0.0,0.25,0.0,0.25,0.0,418.163194,52.27039925,38.025,9.9648995,79.719196,20.46,516.0,0.0,304.2,64.5,2.5575,0.25,2.0
TbSi6 radical anion,1.95,Si6Tb-,7,7,0,0,0,0,0,0,0,0,0,0,7,0,0.0,0.0,0.0,0.0,0.0,327.43535399999996,46.776479142857134,56.25714285714285,7.824840000000001,54.773880000000005,11.399999999999999,248.3,0.0,393.79999999999995,35.471428571428575,1.6285714285714283,0.5,0.0
W11 radical anion,1.95,W11-,11,11,0,0,0,0,0,0,0,0,0,0,11,0,0.0,0.0,0.0,0.0,0.0,2022.24,183.84,68.0,7.86403,86.50433,18.7,726.0,0.0,748.0,66.0,1.7,1.0,0.0
Pd9,1.95,Pd9,9,9,0,0,0,0,0,0,0,0,0,0,9,0,0.0,0.0,0.0,0.0,0.0,957.78,106.42,26.14,8.336839,75.031551,19.8,531.0,0.0,235.26,59.0,2.2,1.0,0.0
Pd11,1.95,Pd11,11,11,0,0,0,0,0,0,0,0,0,0,11,0,0.0,0.0,0.0,0.0,0.0,1170.6200000000001,106.42000000000002,26.14,8.336839,91.70522899999999,24.200000000000003,649.0,0.0,287.54,59.0,2.2,1.0,0.0
GaP3 radical,1.95,GaP3,4,4,0,0,0,0,3,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,162.644285994,40.6610714985,31.25,9.364840000000001,37.459360000000004,8.38,179.0,0.0,125.0,44.75,2.095,0.5,0.0
Ti20,1.95,Ti20,20,20,0,0,0,0,0,0,0,0,0,0,20,0,0.0,0.0,0.0,0.0,0.0,957.3399999999999,47.867,100.0,6.82812,136.5624,30.8,1720.0,0.0,2000.0,86.0,1.54,1.0,0.0
(MeOH)5..Ph2CO radical anion,1.95,C18H30O6-,54,24,30,18,0,6,0,0,0,0,0,0,6,0,0.5555555555555556,0.3333333333333333,0.0,0.1111111111111111,0.0,342.43199999999996,6.341333333333332,6.859505555555556,12.82123244427889,692.34655199106,132.54,-474.0,1.6666666666666667,370.4133,-8.777777777777779,2.4544444444444444,0.3333333333333333,3.0
HfSn16 radical anion,1.95,HfSn16-,17,17,0,0,0,0,0,0,0,0,0,0,17,0,0.0,0.0,0.0,0.0,0.0,2077.846,122.22623529411764,55.94117647058823,7.313397529411765,124.327758,32.66,938.0000000000001,0.0,951.0,55.176470588235304,1.921176470588235,0.5,0.0
(COT)2Yb anion,1.95,C16H16Yb-,33,17,16,16,0,0,0,0,0,0,0,0,1,0,0.48484848484848486,0.48484848484848486,0.0,0.0,0.0,381.349,11.556030303030303,11.876174545454546,12.242233987734302,403.993721595232,76.0,-634.0,1.0,391.91376,-19.21212121212121,2.303030303030303,0.3333333333333333,8.0
Pb5S5 anion,1.95,Pb5S5-,10,10,0,0,0,0,0,5,0,0,0,0,10,0,0.0,0.0,0.0,0.0,0.0,1196.3,119.63,33.2,8.88834495,88.88344950000001,21.9,1410.0,0.0,332.0,141.0,2.19,0.5,0.0
